ENA|CP003859|CP003859.1	Streptococcus	constellatus	C1050
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=142635;interval=101-175;Tm=79.09;Ncor=1	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=143601;interval=101-175;Tm=81.13;Ncor=1	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=144567;interval=101-175;Tm=77.31;Ncor=1	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=753257;interval=101-175;Tm=84.57;Ncor=3	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=793073;interval=101-175;Tm=83.96;Ncor=5	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=793688;interval=101-175;Tm=80.89;Ncor=5	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=794303;interval=101-175;Tm=79.14;Ncor=5	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=794918;interval=101-175;Tm=79.53;Ncor=5	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=795531;interval=101-175;Tm=82.38;Ncor=5	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=796762;interval=101-175;Tm=82.69;Ncor=5	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1097010;interval=101-175;Tm=80.09;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1097693;interval=101-175;Tm=83.90;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1098376;interval=101-175;Tm=80.24;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1105766;interval=101-175;Tm=85.79;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1106350;interval=101-175;Tm=81.58;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1106934;interval=101-175;Tm=85.73;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1109179;interval=101-175;Tm=83.84;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1110009;interval=101-175;Tm=84.77;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Burkholderia/pseudomalli/28450.713.fna;GenomePos=1110839;interval=101-175;Tm=85.74;Ncor=8	Burkholderia	pseudomalli	28450.713
Fused/Bacteria/Mycobacterium/abscessus/1185650.4.fna;GenomePos=52692;interval=101-175;Tm=87.23;Ncor=2	Mycobacterium	abscessus	1185650.4
Fused/Bacteria/Mycobacterium/abscessus/1185650.4.fna;GenomePos=843337;interval=101-175,105-179,109-183,113-187,116-190,119-193,125-199,128-202,131-205,134-208;Tm=86.95;Ncor=31	Mycobacterium	abscessus	1185650.4
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=36796;interval=101-175;Tm=72.91;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=62339;interval=101-175;Tm=79.14;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=68213;interval=101-175;Tm=78.70;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=69924;interval=101-175;Tm=76.57;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=72099;interval=101-175;Tm=75.05;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=524764;interval=101-175;Tm=77.22;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=542856;interval=101-175;Tm=77.65;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=543477;interval=101-175;Tm=82.17;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=544098;interval=101-175;Tm=75.53;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=718910;interval=101-175;Tm=83.31;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=719477;interval=101-175;Tm=78.30;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=992509;interval=101-175;Tm=78.45;Ncor=0	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=1634727;interval=101-175;Tm=76.96;Ncor=9	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=1637739;interval=101-175;Tm=79.76;Ncor=9	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=1639296;interval=101-175;Tm=81.58;Ncor=9	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=1640135;interval=101-175;Tm=76.19;Ncor=9	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=1640974;interval=101-175;Tm=81.44;Ncor=9	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=3122372;interval=101-175;Tm=76.76;Ncor=21	Klebsiella	oxytoca	571.213
Fused/Bacteria/Klebsiella/oxytoca/571.213.fna;GenomePos=3131917;interval=101-175;Tm=75.20;Ncor=21	Klebsiella	oxytoca	571.213
Fused/Bacteria/Streptococcus/pneumoniae/1313.13834.fna;GenomePos=529642;interval=101-175,106-180,110-184,115-189,122-196,129-203,134-208,138-212,143-217,150-224,157-231,162-236,166-240;Tm=77.39;Ncor=7	Streptococcus	pneumoniae	1313.13834
Fused/Bacteria/Streptococcus/agalactiae/1311.1451.fna;GenomePos=263028;interval=101-175,159-233,215-289,272-346,328-402,385-459,442-516,499-573,555-629,612-686,669-743,726-800,782-856,839-913,896-970;Tm=75.57;Ncor=5	Streptococcus	agalactiae	1311.1451
Fused/Bacteria/Streptococcus/agalactiae/1311.1451.fna;GenomePos=267878;interval=101-175;Tm=73.24;Ncor=5	Streptococcus	agalactiae	1311.1451
Fused/Bacteria/Streptococcus/agalactiae/1311.1451.fna;GenomePos=268184;interval=101-175,187-261,272-346;Tm=73.11;Ncor=5	Streptococcus	agalactiae	1311.1451
Fused/Bacteria/Streptococcus/agalactiae/1311.1451.fna;GenomePos=268696;interval=101-175;Tm=76.51;Ncor=5	Streptococcus	agalactiae	1311.1451
Fused/Bacteria/Burkholderia/dolosa/1385930.3.fna;GenomePos=446995;interval=101-175,112-186,121-195,131-205,140-214,150-224,160-234,170-244,179-253,189-263,199-273,209-283,218-292,228-302,238-312,248-322,364-438,374-448,395-469,406-480;Tm=78.24;Ncor=3501	Burkholderia	dolosa	1385930.3
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=738150;interval=101-175;Tm=82.96;Ncor=10	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=802850;interval=101-175;Tm=72.43;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=803991;interval=101-175;Tm=75.88;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=805132;interval=101-175;Tm=79.90;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=847956;interval=101-175;Tm=75.76;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=848963;interval=101-175;Tm=75.78;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=849970;interval=101-175;Tm=77.92;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=850977;interval=101-175;Tm=80.01;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=851983;interval=101-175;Tm=83.98;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=852990;interval=101-175;Tm=83.35;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=853997;interval=101-175;Tm=77.72;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=855858;interval=101-175;Tm=76.96;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=857984;interval=101-175;Tm=80.46;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=859215;interval=101-175;Tm=77.89;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=860445;interval=101-175;Tm=81.10;Ncor=11	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=1230227;interval=101-175;Tm=79.37;Ncor=15	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=1232225;interval=101-175;Tm=79.68;Ncor=15	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=1234358;interval=101-175;Tm=77.03;Ncor=15	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=1305212;interval=101-175;Tm=78.13;Ncor=15	Proteus	mirabilis	529507.6
Fused/Bacteria/Proteus/mirabilis/529507.6.fna;GenomePos=1308109;interval=101-175;Tm=80.80;Ncor=15	Proteus	mirabilis	529507.6
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=321869;interval=101-175;Tm=76.17;Ncor=2	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1175974;interval=101-175;Tm=78.44;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1176613;interval=101-175;Tm=85.43;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1177252;interval=101-175;Tm=84.55;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1178989;interval=101-175;Tm=85.06;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1179494;interval=101-175;Tm=81.91;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1179999;interval=101-175;Tm=85.17;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1183372;interval=101-175;Tm=76.78;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1183886;interval=101-175;Tm=75.46;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1185098;interval=101-175;Tm=79.82;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1185593;interval=101-175;Tm=82.32;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1186088;interval=101-175;Tm=77.74;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1187282;interval=101-175;Tm=72.38;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1189232;interval=101-175;Tm=75.27;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1190454;interval=101-175;Tm=80.69;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1191699;interval=101-175;Tm=77.23;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1192302;interval=101-175;Tm=80.40;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1192905;interval=101-175;Tm=80.20;Ncor=15	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1311710;interval=101-175;Tm=77.35;Ncor=18	Salmonella	enterica	1454607.3
Fused/Bacteria/Salmonella/enterica/1454607.3.fna;GenomePos=1312998;interval=101-175;Tm=78.67;Ncor=18	Salmonella	enterica	1454607.3
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=32342;interval=101-175;Tm=81.88;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=212625;interval=101-175;Tm=74.33;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=265705;interval=101-175;Tm=76.65;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=276021;interval=101-175;Tm=74.09;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=442664;interval=101-175;Tm=80.91;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=528289;interval=101-175;Tm=78.01;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=693896;interval=101-175;Tm=77.68;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=776422;interval=101-175;Tm=76.00;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=782320;interval=101-175;Tm=79.11;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=788863;interval=101-175;Tm=79.18;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=837395;interval=101-175;Tm=78.21;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=840030;interval=101-175;Tm=76.92;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=840879;interval=101-175;Tm=77.71;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=990498;interval=101-175;Tm=77.76;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=1012531;interval=101-175;Tm=81.75;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=1085625;interval=101-175;Tm=79.36;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=1116645;interval=101-175;Tm=74.35;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=1144864;interval=101-175;Tm=77.89;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=1145831;interval=101-175;Tm=78.96;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Streptococcus/pneumoniae/Core.fna;GenomePos=1146797;interval=101-175;Tm=76.66;Ncor=0	Streptococcus	pneumoniae	NA
Fused/Bacteria/Shigella/sonnei/624.1285.fna;GenomePos=1293196;interval=101-175;Tm=72.56;Ncor=40	Shigella	sonnei	624.1285
Fused/Bacteria/Shigella/sonnei/624.1285.fna;GenomePos=1293843;interval=101-175,121-195,139-213;Tm=72.17;Ncor=40	Shigella	sonnei	624.1285
Fused/Bacteria/Shigella/sonnei/624.1285.fna;GenomePos=1295711;interval=101-175,117-191,202-276,217-291,233-307,249-323,265-339;Tm=77.99;Ncor=40	Shigella	sonnei	624.1285
Fused/Bacteria/Shigella/sonnei/624.1285.fna;GenomePos=1297272;interval=101-175;Tm=85.56;Ncor=40	Shigella	sonnei	624.1285
Fused/Bacteria/Shigella/sonnei/624.1285.fna;GenomePos=1300819;interval=101-175,123-197,144-218;Tm=80.47;Ncor=40	Shigella	sonnei	624.1285
Fused/Bacteria/Shigella/sonnei/624.1285.fna;GenomePos=1301346;interval=101-175,139-213,195-269,214-288,246-320;Tm=72.12;Ncor=40	Shigella	sonnei	624.1285
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=14313;interval=101-175;Tm=74.38;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=18188;interval=101-175;Tm=77.00;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=22154;interval=101-175;Tm=71.09;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=23778;interval=101-175,354-428;Tm=73.50;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=24537;interval=101-175;Tm=70.98;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=25043;interval=101-175,354-428;Tm=76.75;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=27213;interval=101-175;Tm=77.84;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=29005;interval=101-175;Tm=76.03;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=29307;interval=101-175;Tm=73.96;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=29609;interval=101-175;Tm=73.04;Ncor=1	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=289291;interval=101-175;Tm=73.31;Ncor=3	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=354648;interval=101-175;Tm=71.94;Ncor=3	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=463159;interval=101-175;Tm=73.37;Ncor=4	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=798876;interval=101-175;Tm=79.91;Ncor=9	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=799743;interval=101-175;Tm=78.36;Ncor=9	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Streptococcus/pneumoniae/574093.3.fna;GenomePos=800378;interval=101-175,366-440,630-704;Tm=75.69;Ncor=9	Streptococcus	pneumoniae	574093.3
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=389279;interval=101-175;Tm=84.20;Ncor=1	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1270910;interval=101-175;Tm=83.02;Ncor=8	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1272074;interval=101-175;Tm=83.51;Ncor=8	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1273237;interval=101-175;Tm=83.41;Ncor=8	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1288240;interval=101-175;Tm=83.94;Ncor=8	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1289714;interval=101-175;Tm=85.28;Ncor=8	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1291188;interval=101-175;Tm=81.62;Ncor=8	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1309019;interval=101-175;Tm=80.34;Ncor=8	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1606711;interval=101-175;Tm=77.73;Ncor=11	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1651605;interval=101-175;Tm=81.84;Ncor=11	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1768495;interval=101-175;Tm=83.66;Ncor=13	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1769685;interval=101-175;Tm=84.82;Ncor=13	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1770875;interval=101-175;Tm=82.85;Ncor=13	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1793227;interval=101-175;Tm=81.84;Ncor=13	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1806199;interval=101-175;Tm=79.94;Ncor=13	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1807659;interval=101-175;Tm=81.56;Ncor=13	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=1809119;interval=101-175;Tm=79.46;Ncor=13	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=2314495;interval=101-175;Tm=81.73;Ncor=16	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=2347277;interval=101-175;Tm=79.47;Ncor=16	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Burkholderia/pseudomalli/28450.667.fna;GenomePos=2575316;interval=101-175;Tm=78.97;Ncor=18	Burkholderia	pseudomalli	28450.667
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=1425702;interval=101-175;Tm=71.66;Ncor=13	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=1426129;interval=101-175;Tm=76.66;Ncor=13	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=1426586;interval=101-175;Tm=75.94;Ncor=13	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=1428168;interval=101-175;Tm=69.41;Ncor=13	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=1428639;interval=101-175,333-407,564-638;Tm=74.12;Ncor=13	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=2860605;interval=101-175;Tm=77.63;Ncor=16	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=2899501;interval=101-175,290-364,478-552;Tm=77.50;Ncor=16	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=2900726;interval=101-175;Tm=77.74;Ncor=16	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=2933566;interval=101-175,312-386,477-551,642-716,807-881;Tm=77.44;Ncor=16	Escherichia	coli	562.16428
Fused/Bacteria/Escherichia/coli/562.16428.fna;GenomePos=2942047;interval=101-175,279-353,456-530;Tm=76.89;Ncor=16	Escherichia	coli	562.16428
Fused/Bacteria/Neisseria/meningitidis/487.486.fna;GenomePos=866083;interval=101-175;Tm=89.35;Ncor=5	Neisseria	meningitidis	487.486
Fused/Bacteria/Burkholderia/pseudomalli/28450.660.fna;GenomePos=2048028;interval=101-175,105-179,108-182;Tm=85.36;Ncor=14	Burkholderia	pseudomalli	28450.660
Fused/Bacteria/Acinetobacter/baumannii/470.2675.fna;GenomePos=395104;interval=101-175,193-267,283-357,374-448,556-630,647-721,916-990;Tm=73.41;Ncor=1	Acinetobacter	baumannii	470.2675
Fused/Bacteria/Acinetobacter/baumannii/470.2675.fna;GenomePos=396297;interval=101-175,249-323,395-469,668-742,790-864,911-985;Tm=72.43;Ncor=1	Acinetobacter	baumannii	470.2675
Fused/Bacteria/Acinetobacter/baumannii/470.2675.fna;GenomePos=397420;interval=101-175,237-311,372-446;Tm=72.32;Ncor=1	Acinetobacter	baumannii	470.2675
Fused/Bacteria/Acinetobacter/baumannii/470.2675.fna;GenomePos=492542;interval=101-175;Tm=73.05;Ncor=2	Acinetobacter	baumannii	470.2675
Fused/Bacteria/Acinetobacter/baumannii/470.2675.fna;GenomePos=1010990;interval=101-175;Tm=74.15;Ncor=5	Acinetobacter	baumannii	470.2675
Fused/Bacteria/Acinetobacter/baumannii/470.2675.fna;GenomePos=1139109;interval=101-175;Tm=78.57;Ncor=5	Acinetobacter	baumannii	470.2675
Fused/Bacteria/Acinetobacter/baumannii/470.2675.fna;GenomePos=1139437;interval=101-175;Tm=74.61;Ncor=5	Acinetobacter	baumannii	470.2675
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=512793;interval=101-175;Tm=74.64;Ncor=10	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=544139;interval=101-175;Tm=73.98;Ncor=10	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=813806;interval=101-175;Tm=72.26;Ncor=11	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=814794;interval=101-175;Tm=73.03;Ncor=11	Acinetobacter	baumannii	470.1345
